START,END,FACILITY,TESTED,POSITIVE,NEGATIVE,PENDING,DECEASED,RECOVERED
2020-09-22,2020-09-25,TACONIC,0,0,0,0,0,0
2020-09-22,2020-09-25,ULSTER,1,0,1,0,0,0
2020-09-22,2020-09-25,UPSTATE,0,0,1,-1,0,0
2020-09-22,2020-09-25,WALLKILL,0,0,0,0,0,0
2020-09-22,2020-09-25,WASHINGTON,0,0,0,0,0,0
2020-09-22,2020-09-25,WATERTOWN,0,0,0,0,0,0
2020-09-22,2020-09-25,WENDE,343,0,117,226,0,0
2020-09-22,2020-09-25,WILLARD,0,0,0,0,0,0
2020-09-22,2020-09-25,WOODBOURNE,3,0,1,2,0,0
2020-09-22,2020-09-25,WYOMING,0,0,223,-223,0,0
2020-09-21,2020-09-22,DOCCS,160,0,593,-433,0,0
2020-09-21,2020-09-22,ADIRONDACK,0,0,0,0,0,0
2020-09-21,2020-09-22,ALBION,0,0,0,0,0,0
2020-09-21,2020-09-22,ALTONA,0,0,0,0,0,0
2020-09-21,2020-09-22,ATTICA,1,0,231,-230,0,0
2020-09-21,2020-09-22,AUBURN,0,0,0,0,0,0
2020-09-21,2020-09-22,BARE HILL,0,0,0,0,0,0
2020-09-21,2020-09-22,BEDFORD HILL,0,0,0,0,0,0
2020-09-21,2020-09-22,CAPE VINCENT,0,0,0,0,0,0
2020-09-21,2020-09-22,CAYUGA,0,0,0,0,0,0
2020-09-21,2020-09-22,CLINTON,1,0,0,1,0,0
2020-09-21,2020-09-22,COLLINS,0,0,0,0,0,0
2020-09-21,2020-09-22,COXSACKIE,2,0,2,0,0,0
2020-09-21,2020-09-22,DOWNSTATE,0,0,0,0,0,0
2020-09-21,2020-09-22,EASTERN,0,0,0,0,0,0
2020-09-21,2020-09-22,EDGECOMBE,0,0,0,0,0,0
2020-09-21,2020-09-22,ELMIRA,0,0,-1,1,0,0
2020-09-21,2020-09-22,FISHKILL,-1,0,-1,0,0,0
2020-09-21,2020-09-22,FIVE POINTS,1,0,0,1,0,0
2020-09-21,2020-09-22,FRANKLIN,0,0,0,0,0,0
2020-09-21,2020-09-22,GOUVERNEUR,0,0,0,0,0,0
2020-09-21,2020-09-22,GOWANDA,0,0,0,0,0,0
2020-09-21,2020-09-22,GREAT MEADOW,0,0,0,0,0,0
2020-09-21,2020-09-22,GREEN HAVEN,0,0,0,0,0,0
2020-09-21,2020-09-22,GREENE,1,0,1,0,0,0
2020-09-21,2020-09-22,GROVELAND,0,0,87,-87,0,0
2020-09-21,2020-09-22,HALE CREEK,0,0,0,0,0,0
2020-09-21,2020-09-22,HUDSON,0,0,0,0,0,0
2020-09-21,2020-09-22,LAKEVIEW,1,0,1,0,0,0
2020-09-21,2020-09-22,MARCY,0,0,0,0,0,0
2020-09-21,2020-09-22,MIDSTATE,0,0,0,0,0,0
2020-09-21,2020-09-22,MOHAWK,0,0,0,0,0,0
2020-09-21,2020-09-22,MORIAH,0,0,0,0,0,0
2020-09-21,2020-09-22,OGDENSBURG,0,0,0,0,0,0
2020-09-21,2020-09-22,ORLEANS,28,0,117,-89,0,0
2020-09-21,2020-09-22,OTISVILLE,0,0,0,0,0,0
2020-09-21,2020-09-22,QUEENSBORO,0,0,0,0,0,0
2020-09-21,2020-09-22,RIVERVIEW,0,0,0,0,0,0
2020-09-21,2020-09-22,ROCHESTER,25,0,25,0,0,0
2020-09-21,2020-09-22,SHAWANGUNK,0,0,0,0,0,0
2020-09-21,2020-09-22,SING SING,0,0,0,0,0,0
2020-09-21,2020-09-22,SOUTHPORT,0,0,0,0,0,0
2020-09-21,2020-09-22,SULLIVAN,0,0,0,0,0,0
2020-09-21,2020-09-22,TACONIC,0,0,0,0,0,0
2020-09-21,2020-09-22,ULSTER,0,0,0,0,0,0
2020-09-21,2020-09-22,UPSTATE,1,0,0,1,0,0
2020-09-21,2020-09-22,WALLKILL,0,0,0,0,0,0
2020-09-21,2020-09-22,WASHINGTON,0,0,0,0,0,0
2020-09-21,2020-09-22,WATERTOWN,0,0,0,0,0,0
2020-09-21,2020-09-22,WENDE,0,0,0,0,0,0
2020-09-21,2020-09-22,WILLARD,0,0,0,0,0,0
2020-09-21,2020-09-22,WOODBOURNE,0,0,0,0,0,0
2020-09-21,2020-09-22,WYOMING,100,0,131,-31,0,0
2020-09-18,2020-09-21,DOCCS,834,0,773,61,0,0
2020-09-18,2020-09-21,ADIRONDACK,0,0,0,0,0,0
2020-09-18,2020-09-21,ALBION,0,0,0,0,0,0
2020-09-18,2020-09-21,ALTONA,1,0,1,0,0,0
2020-09-18,2020-09-21,ATTICA,365,0,345,20,0,0
2020-09-18,2020-09-21,AUBURN,0,0,0,0,0,0
2020-09-18,2020-09-21,BARE HILL,0,0,0,0,0,0
2020-09-18,2020-09-21,BEDFORD HILL,0,0,0,0,0,0
2020-09-18,2020-09-21,CAPE VINCENT,0,0,0,0,0,0
2020-09-18,2020-09-21,CAYUGA,0,0,0,0,0,0
2020-09-18,2020-09-21,CLINTON,4,0,-2,6,0,0
2020-09-18,2020-09-21,COLLINS,0,0,0,0,0,0
2020-09-18,2020-09-21,COXSACKIE,0,0,0,0,0,0
2020-09-18,2020-09-21,DOWNSTATE,0,0,0,0,0,0
2020-09-18,2020-09-21,EASTERN,0,0,1,-1,0,0
2020-09-18,2020-09-21,EDGECOMBE,0,0,0,0,0,0
2020-09-18,2020-09-21,ELMIRA,0,0,0,0,0,0
2020-09-18,2020-09-21,FISHKILL,0,0,-1,1,0,0
2020-09-18,2020-09-21,FIVE POINTS,0,0,0,0,0,0
2020-09-18,2020-09-21,FRANKLIN,0,0,0,0,0,0
2020-09-18,2020-09-21,GOUVERNEUR,0,0,0,0,0,0
2020-09-18,2020-09-21,GOWANDA,0,0,0,0,0,0
2020-09-18,2020-09-21,GREAT MEADOW,0,0,0,0,0,0
2020-09-18,2020-09-21,GREEN HAVEN,0,0,-1,1,0,0
2020-09-18,2020-09-21,GREENE,0,0,0,0,0,0
2020-09-18,2020-09-21,GROVELAND,76,0,161,-85,0,0
2020-09-18,2020-09-21,HALE CREEK,0,0,0,0,0,0
2020-09-18,2020-09-21,HUDSON,0,0,0,0,0,0
2020-09-18,2020-09-21,LAKEVIEW,0,0,0,0,0,0
2020-09-18,2020-09-21,MARCY,0,0,0,0,0,0
2020-09-18,2020-09-21,MIDSTATE,0,0,0,0,0,0
2020-09-18,2020-09-21,MOHAWK,0,0,-1,1,0,0
2020-09-18,2020-09-21,MORIAH,0,0,1,-1,0,0
2020-09-18,2020-09-21,OGDENSBURG,0,0,0,0,0,0
2020-09-18,2020-09-21,ORLEANS,134,0,83,51,0,0
2020-09-18,2020-09-21,OTISVILLE,0,0,0,0,0,0
2020-09-18,2020-09-21,QUEENSBORO,0,0,0,0,0,0
2020-09-18,2020-09-21,RIVERVIEW,2,0,0,2,0,0
2020-09-18,2020-09-21,ROCHESTER,0,0,0,0,0,0
2020-09-18,2020-09-21,SHAWANGUNK,0,0,0,0,0,0
2020-09-18,2020-09-21,SING SING,0,0,0,0,0,0
2020-09-18,2020-09-21,SOUTHPORT,0,0,0,0,0,0
2020-09-18,2020-09-21,SULLIVAN,1,0,0,1,0,0
2020-09-18,2020-09-21,TACONIC,0,0,0,0,0,0
2020-09-18,2020-09-21,ULSTER,0,0,0,0,0,0
2020-09-18,2020-09-21,UPSTATE,0,0,0,0,0,0
2020-09-18,2020-09-21,WALLKILL,0,0,0,0,0,0
2020-09-18,2020-09-21,WASHINGTON,0,0,0,0,0,0
2020-09-18,2020-09-21,WATERTOWN,0,0,0,0,0,0
2020-09-18,2020-09-21,WENDE,0,0,0,0,0,0
2020-09-18,2020-09-21,WILLARD,1,0,0,1,0,0
2020-09-18,2020-09-21,WOODBOURNE,0,0,0,0,0,0
2020-09-18,2020-09-21,WYOMING,250,0,186,64,0,0
2020-09-17,2020-09-18,DOCCS,368,0,499,-131,0,11
2020-09-17,2020-09-18,ADIRONDACK,0,0,0,0,0,0
2020-09-17,2020-09-18,ALBION,0,0,0,0,0,9
2020-09-17,2020-09-18,ALTONA,0,0,0,0,0,0
2020-09-17,2020-09-18,ATTICA,116,0,198,-82,0,0
2020-09-17,2020-09-18,AUBURN,0,0,0,0,0,0
2020-09-17,2020-09-18,BARE HILL,0,0,0,0,0,0
2020-09-17,2020-09-18,BEDFORD HILL,0,0,0,0,0,1
2020-09-17,2020-09-18,CAPE VINCENT,0,0,0,0,0,0
2020-09-17,2020-09-18,CAYUGA,0,0,0,0,0,0
2020-09-17,2020-09-18,CLINTON,0,0,0,0,0,0
2020-09-17,2020-09-18,COLLINS,0,0,0,0,0,0
2020-09-17,2020-09-18,COXSACKIE,0,0,0,0,0,0
2020-09-17,2020-09-18,DOWNSTATE,0,0,0,0,0,0
2020-09-17,2020-09-18,EASTERN,0,0,0,0,0,0
2020-09-17,2020-09-18,EDGECOMBE,0,0,0,0,0,0
2020-09-17,2020-09-18,ELMIRA,0,0,0,0,0,0
2020-09-17,2020-09-18,FISHKILL,-1,0,-1,0,0,0
2020-09-17,2020-09-18,FIVE POINTS,0,0,0,0,0,0
2020-09-17,2020-09-18,FRANKLIN,0,0,1,-1,0,0
2020-09-17,2020-09-18,GOUVERNEUR,1,0,1,0,0,0
2020-09-17,2020-09-18,GOWANDA,0,0,0,0,0,0
2020-09-17,2020-09-18,GREAT MEADOW,0,0,0,0,0,0
2020-09-17,2020-09-18,GREEN HAVEN,0,0,0,0,0,0
2020-09-17,2020-09-18,GREENE,0,0,0,0,0,0
2020-09-17,2020-09-18,GROVELAND,89,0,112,-23,0,0
2020-09-17,2020-09-18,HALE CREEK,0,0,0,0,0,0
2020-09-17,2020-09-18,HUDSON,0,0,0,0,0,0
2020-09-17,2020-09-18,LAKEVIEW,0,0,0,0,0,0
2020-09-17,2020-09-18,MARCY,0,0,1,-1,0,0
2020-09-17,2020-09-18,MIDSTATE,0,0,0,0,0,0
2020-09-17,2020-09-18,MOHAWK,0,0,0,0,0,0
2020-09-17,2020-09-18,MORIAH,0,0,0,0,0,0
2020-09-17,2020-09-18,OGDENSBURG,0,0,0,0,0,0
2020-09-17,2020-09-18,ORLEANS,75,0,72,3,0,0
2020-09-17,2020-09-18,OTISVILLE,0,0,0,0,0,0
2020-09-17,2020-09-18,QUEENSBORO,0,0,0,0,0,0
2020-09-17,2020-09-18,RIVERVIEW,0,0,0,0,0,0
2020-09-17,2020-09-18,ROCHESTER,0,0,0,0,0,0
2020-09-17,2020-09-18,SHAWANGUNK,0,0,0,0,0,0
2020-09-17,2020-09-18,SING SING,0,0,0,0,0,0
2020-09-17,2020-09-18,SOUTHPORT,0,0,0,0,0,0
2020-09-17,2020-09-18,SULLIVAN,0,0,0,0,0,0
2020-09-17,2020-09-18,TACONIC,0,0,0,0,0,1
2020-09-17,2020-09-18,ULSTER,0,0,0,0,0,0
2020-09-17,2020-09-18,UPSTATE,0,0,0,0,0,0
2020-09-17,2020-09-18,WALLKILL,0,0,0,0,0,0
2020-09-17,2020-09-18,WASHINGTON,0,0,0,0,0,0
2020-09-17,2020-09-18,WATERTOWN,0,0,0,0,0,0
2020-09-17,2020-09-18,WENDE,0,0,0,0,0,0
2020-09-17,2020-09-18,WILLARD,0,0,0,0,0,0
2020-09-17,2020-09-18,WOODBOURNE,1,0,0,1,0,0
2020-09-17,2020-09-18,WYOMING,87,0,115,-28,0,0
2020-09-16,2020-09-17,DOCCS,1706,18,1571,117,0,7
2020-09-16,2020-09-17,ADIRONDACK,0,0,0,0,0,0
2020-09-16,2020-09-17,ALBION,517,9,508,0,0,0
2020-09-16,2020-09-17,ALTONA,0,0,0,0,0,0
2020-09-16,2020-09-17,ATTICA,295,0,171,124,0,0
2020-09-16,2020-09-17,AUBURN,0,0,0,0,0,0
2020-09-16,2020-09-17,BARE HILL,0,0,0,0,0,0
2020-09-16,2020-09-17,BEDFORD HILL,459,8,451,0,0,7
2020-09-16,2020-09-17,CAPE VINCENT,0,0,0,0,0,0
2020-09-16,2020-09-17,CAYUGA,0,0,0,0,0,0
2020-09-16,2020-09-17,CLINTON,0,0,2,-2,0,0
2020-09-16,2020-09-17,COLLINS,0,0,0,0,0,0
2020-09-16,2020-09-17,COXSACKIE,0,0,0,0,0,0
2020-09-16,2020-09-17,DOWNSTATE,0,0,0,0,0,0
2020-09-16,2020-09-17,EASTERN,0,0,-1,1,0,0
2020-09-16,2020-09-17,EDGECOMBE,0,0,0,0,0,0
2020-09-16,2020-09-17,ELMIRA,0,0,0,0,0,0
2020-09-16,2020-09-17,FISHKILL,0,0,1,-1,0,0
2020-09-16,2020-09-17,FIVE POINTS,15,0,15,0,0,0
2020-09-16,2020-09-17,FRANKLIN,1,0,0,1,0,0
2020-09-16,2020-09-17,GOUVERNEUR,0,0,0,0,0,0
2020-09-16,2020-09-17,GOWANDA,0,0,0,0,0,0
2020-09-16,2020-09-17,GREAT MEADOW,0,0,0,0,0,0
2020-09-16,2020-09-17,GREEN HAVEN,0,0,0,0,0,0
2020-09-16,2020-09-17,GREENE,0,0,0,0,0,0
2020-09-16,2020-09-17,GROVELAND,91,0,75,16,0,0
2020-09-16,2020-09-17,HALE CREEK,0,0,0,0,0,0
2020-09-16,2020-09-17,HUDSON,0,0,0,0,0,0
2020-09-16,2020-09-17,LAKEVIEW,0,0,0,0,0,0
2020-09-16,2020-09-17,MARCY,1,0,0,1,0,0
2020-09-16,2020-09-17,MIDSTATE,0,0,0,0,0,0
2020-09-16,2020-09-17,MOHAWK,0,0,0,0,0,0
2020-09-16,2020-09-17,MORIAH,0,0,0,0,0,0
2020-09-16,2020-09-17,OGDENSBURG,0,0,0,0,0,0
2020-09-16,2020-09-17,ORLEANS,69,0,89,-20,0,0
2020-09-16,2020-09-17,OTISVILLE,0,0,0,0,0,0
2020-09-16,2020-09-17,QUEENSBORO,0,0,0,0,0,0
2020-09-16,2020-09-17,RIVERVIEW,0,0,0,0,0,0
2020-09-16,2020-09-17,ROCHESTER,0,0,0,0,0,0
2020-09-16,2020-09-17,SHAWANGUNK,0,0,0,0,0,0
2020-09-16,2020-09-17,SING SING,0,0,0,0,0,0
2020-09-16,2020-09-17,SOUTHPORT,0,0,0,0,0,0
2020-09-16,2020-09-17,SULLIVAN,0,0,0,0,0,0
2020-09-16,2020-09-17,TACONIC,154,1,153,0,0,0
2020-09-16,2020-09-17,ULSTER,0,0,0,0,0,0
2020-09-16,2020-09-17,UPSTATE,0,0,0,0,0,0
2020-09-16,2020-09-17,WALLKILL,0,0,0,0,0,0
2020-09-16,2020-09-17,WASHINGTON,0,0,0,0,0,0
2020-09-16,2020-09-17,WATERTOWN,0,0,0,0,0,0
2020-09-16,2020-09-17,WENDE,0,0,0,0,0,0
2020-09-16,2020-09-17,WILLARD,0,0,0,0,0,0
2020-09-16,2020-09-17,WOODBOURNE,0,0,0,0,0,0
2020-09-16,2020-09-17,WYOMING,104,0,107,-3,0,0
2020-09-15,2020-09-16,DOCCS,523,0,472,51,0,0
2020-09-15,2020-09-16,ADIRONDACK,0,0,0,0,0,0
2020-09-15,2020-09-16,ALBION,0,0,0,0,0,0
2020-09-15,2020-09-16,ALTONA,0,0,0,0,0,0
2020-09-15,2020-09-16,ATTICA,233,0,170,63,0,0
2020-09-15,2020-09-16,AUBURN,0,0,1,-1,0,0
2020-09-15,2020-09-16,BARE HILL,0,0,0,0,0,0
2020-09-15,2020-09-16,BEDFORD HILL,0,0,0,0,0,0
2020-09-15,2020-09-16,CAPE VINCENT,0,0,0,0,0,0
2020-09-15,2020-09-16,CAYUGA,0,0,0,0,0,0
2020-09-15,2020-09-16,CLINTON,-1,0,0,-1,0,0
2020-09-15,2020-09-16,COLLINS,0,0,0,0,0,0
2020-09-15,2020-09-16,COXSACKIE,0,0,0,0,0,0
2020-09-15,2020-09-16,DOWNSTATE,0,0,0,0,0,0
2020-09-15,2020-09-16,EASTERN,0,0,0,0,0,0
2020-09-15,2020-09-16,EDGECOMBE,0,0,0,0,0,0
2020-09-15,2020-09-16,ELMIRA,0,0,0,0,0,0
2020-09-15,2020-09-16,FISHKILL,0,0,0,0,0,0
2020-09-15,2020-09-16,FIVE POINTS,0,0,0,0,0,0
2020-09-15,2020-09-16,FRANKLIN,0,0,0,0,0,0
2020-09-15,2020-09-16,GOUVERNEUR,0,0,0,0,0,0
2020-09-15,2020-09-16,GOWANDA,0,0,0,0,0,0
2020-09-15,2020-09-16,GREAT MEADOW,0,0,0,0,0,0
2020-09-15,2020-09-16,GREEN HAVEN,2,0,2,0,0,0
2020-09-15,2020-09-16,GREENE,0,0,0,0,0,0
2020-09-15,2020-09-16,GROVELAND,105,0,131,-26,0,0
2020-09-15,2020-09-16,HALE CREEK,0,0,0,0,0,0
2020-09-15,2020-09-16,HUDSON,0,0,0,0,0,0
2020-09-15,2020-09-16,LAKEVIEW,0,0,0,0,0,0
2020-09-15,2020-09-16,MARCY,0,0,0,0,0,0
2020-09-15,2020-09-16,MIDSTATE,0,0,0,0,0,0
2020-09-15,2020-09-16,MOHAWK,0,0,0,0,0,0
2020-09-15,2020-09-16,MORIAH,0,0,0,0,0,0
2020-09-15,2020-09-16,OGDENSBURG,0,0,0,0,0,0
2020-09-15,2020-09-16,ORLEANS,74,0,64,10,0,0
2020-09-15,2020-09-16,OTISVILLE,0,0,0,0,0,0
2020-09-15,2020-09-16,QUEENSBORO,0,0,0,0,0,0
2020-09-15,2020-09-16,RIVERVIEW,0,0,0,0,0,0
2020-09-15,2020-09-16,ROCHESTER,0,0,0,0,0,0
2020-09-15,2020-09-16,SHAWANGUNK,0,0,0,0,0,0
2020-09-15,2020-09-16,SING SING,0,0,1,-1,0,0
2020-09-15,2020-09-16,SOUTHPORT,0,0,0,0,0,0
2020-09-15,2020-09-16,SULLIVAN,0,0,0,0,0,0
2020-09-15,2020-09-16,TACONIC,0,0,0,0,0,0
2020-09-15,2020-09-16,ULSTER,0,0,0,0,0,0
2020-09-15,2020-09-16,UPSTATE,0,0,0,0,0,0
2020-09-15,2020-09-16,WALLKILL,0,0,0,0,0,0
2020-09-15,2020-09-16,WASHINGTON,0,0,0,0,0,0
2020-09-15,2020-09-16,WATERTOWN,0,0,0,0,0,0
2020-09-15,2020-09-16,WENDE,0,0,0,0,0,0
2020-09-15,2020-09-16,WILLARD,0,0,0,0,0,0
2020-09-15,2020-09-16,WOODBOURNE,0,0,0,0,0,0
2020-09-15,2020-09-16,WYOMING,110,0,103,7,0,0
2020-09-14,2020-09-15,DOCCS,978,0,52,926,0,0
2020-09-14,2020-09-15,ADIRONDACK,0,0,0,0,0,0
2020-09-14,2020-09-15,ALBION,0,0,0,0,0,0
2020-09-14,2020-09-15,ALTONA,0,0,0,0,0,0
2020-09-14,2020-09-15,ATTICA,394,0,46,348,0,0
2020-09-14,2020-09-15,AUBURN,0,0,0,0,0,0
2020-09-14,2020-09-15,BARE HILL,0,0,0,0,0,0
2020-09-14,2020-09-15,BEDFORD HILL,0,0,0,0,0,0
2020-09-14,2020-09-15,CAPE VINCENT,0,0,0,0,0,0
2020-09-14,2020-09-15,CAYUGA,0,0,0,0,0,0
2020-09-14,2020-09-15,CLINTON,3,0,0,3,0,0
2020-09-14,2020-09-15,COLLINS,0,0,0,0,0,0
2020-09-14,2020-09-15,COXSACKIE,0,0,0,0,0,0
2020-09-14,2020-09-15,DOWNSTATE,0,0,0,0,0,0
2020-09-14,2020-09-15,EASTERN,0,0,0,0,0,0
2020-09-14,2020-09-15,EDGECOMBE,0,0,0,0,0,0
2020-09-14,2020-09-15,ELMIRA,0,0,0,0,0,0
2020-09-14,2020-09-15,FISHKILL,0,0,-1,1,0,0
2020-09-14,2020-09-15,FIVE POINTS,0,0,0,0,0,0
2020-09-14,2020-09-15,FRANKLIN,0,0,0,0,0,0
2020-09-14,2020-09-15,GOUVERNEUR,0,0,0,0,0,0
2020-09-14,2020-09-15,GOWANDA,0,0,0,0,0,0
2020-09-14,2020-09-15,GREAT MEADOW,0,0,0,0,0,0
2020-09-14,2020-09-15,GREEN HAVEN,0,0,0,0,0,0
2020-09-14,2020-09-15,GREENE,0,0,0,0,0,0
2020-09-14,2020-09-15,GROVELAND,215,0,0,215,0,0
2020-09-14,2020-09-15,HALE CREEK,0,0,0,0,0,0
2020-09-14,2020-09-15,HUDSON,0,0,0,0,0,0
2020-09-14,2020-09-15,LAKEVIEW,0,0,0,0,0,0
2020-09-14,2020-09-15,MARCY,0,0,0,0,0,0
2020-09-14,2020-09-15,MIDSTATE,0,0,1,-1,0,0
2020-09-14,2020-09-15,MOHAWK,0,0,4,-4,0,0
2020-09-14,2020-09-15,MORIAH,0,0,0,0,0,0
2020-09-14,2020-09-15,OGDENSBURG,0,0,0,0,0,0
2020-09-14,2020-09-15,ORLEANS,152,0,0,152,0,0
2020-09-14,2020-09-15,OTISVILLE,0,0,0,0,0,0
2020-09-14,2020-09-15,QUEENSBORO,0,0,0,0,0,0
2020-09-14,2020-09-15,RIVERVIEW,0,0,1,-1,0,0
2020-09-14,2020-09-15,ROCHESTER,0,0,0,0,0,0
2020-09-14,2020-09-15,SHAWANGUNK,0,0,0,0,0,0
2020-09-14,2020-09-15,SING SING,0,0,0,0,0,0
2020-09-14,2020-09-15,SOUTHPORT,0,0,0,0,0,0
2020-09-14,2020-09-15,SULLIVAN,0,0,0,0,0,0
2020-09-14,2020-09-15,TACONIC,0,0,0,0,0,0
2020-09-14,2020-09-15,ULSTER,0,0,0,0,0,0
2020-09-14,2020-09-15,UPSTATE,0,0,0,0,0,0
2020-09-14,2020-09-15,WALLKILL,0,0,0,0,0,0
2020-09-14,2020-09-15,WASHINGTON,0,0,0,0,0,0
2020-09-14,2020-09-15,WATERTOWN,0,0,0,0,0,0
2020-09-14,2020-09-15,WENDE,0,0,0,0,0,0
2020-09-14,2020-09-15,WILLARD,0,0,0,0,0,0
2020-09-14,2020-09-15,WOODBOURNE,0,0,1,-1,0,0
2020-09-14,2020-09-15,WYOMING,214,0,0,214,0,0
2020-09-11,2020-09-14,DOCCS,5,0,1,4,0,0
2020-09-11,2020-09-14,ADIRONDACK,0,0,0,0,0,0
2020-09-11,2020-09-14,ALBION,0,0,0,0,0,0
2020-09-11,2020-09-14,ALTONA,0,0,0,0,0,0
2020-09-11,2020-09-14,ATTICA,0,0,0,0,0,0
2020-09-11,2020-09-14,AUBURN,1,0,0,1,0,0
2020-09-11,2020-09-14,BARE HILL,0,0,0,0,0,0
2020-09-11,2020-09-14,BEDFORD HILL,0,0,0,0,0,0
2020-09-11,2020-09-14,CAPE VINCENT,0,0,0,0,0,0
2020-09-11,2020-09-14,CAYUGA,0,0,0,0,0,0
2020-09-11,2020-09-14,CLINTON,1,0,1,0,0,0
2020-09-11,2020-09-14,COLLINS,0,0,0,0,0,0
2020-09-11,2020-09-14,COXSACKIE,0,0,0,0,0,0
2020-09-11,2020-09-14,DOWNSTATE,0,0,0,0,0,0
2020-09-11,2020-09-14,EASTERN,0,0,0,0,0,0
2020-09-11,2020-09-14,EDGECOMBE,0,0,0,0,0,0
2020-09-11,2020-09-14,ELMIRA,0,0,0,0,0,0
2020-09-11,2020-09-14,FISHKILL,0,0,0,0,0,0
2020-09-11,2020-09-14,FIVE POINTS,0,0,0,0,0,0
2020-09-11,2020-09-14,FRANKLIN,0,0,0,0,0,0
2020-09-11,2020-09-14,GOUVERNEUR,0,0,0,0,0,0
2020-09-11,2020-09-14,GOWANDA,0,0,0,0,0,0
2020-09-11,2020-09-14,GREAT MEADOW,0,0,0,0,0,0
2020-09-11,2020-09-14,GREEN HAVEN,0,0,0,0,0,0
2020-09-11,2020-09-14,GREENE,0,0,0,0,0,0
2020-09-11,2020-09-14,GROVELAND,0,0,0,0,0,0
2020-09-11,2020-09-14,HALE CREEK,0,0,0,0,0,0
2020-09-11,2020-09-14,HUDSON,0,0,0,0,0,0
2020-09-11,2020-09-14,LAKEVIEW,0,0,0,0,0,0
2020-09-11,2020-09-14,MARCY,0,0,0,0,0,0
2020-09-11,2020-09-14,MIDSTATE,0,0,0,0,0,0
2020-09-11,2020-09-14,MOHAWK,0,0,0,0,0,0
2020-09-11,2020-09-14,MORIAH,1,0,0,1,0,0
2020-09-11,2020-09-14,OGDENSBURG,0,0,0,0,0,0
2020-09-11,2020-09-14,ORLEANS,0,0,0,0,0,0
2020-09-11,2020-09-14,OTISVILLE,0,0,0,0,0,0
2020-09-11,2020-09-14,QUEENSBORO,0,0,0,0,0,0
2020-09-11,2020-09-14,RIVERVIEW,0,0,0,0,0,0
2020-09-11,2020-09-14,ROCHESTER,0,0,0,0,0,0
2020-09-11,2020-09-14,SHAWANGUNK,0,0,0,0,0,0
2020-09-11,2020-09-14,SING SING,0,0,0,0,0,0
2020-09-11,2020-09-14,SOUTHPORT,0,0,0,0,0,0
2020-09-11,2020-09-14,SULLIVAN,0,0,0,0,0,0
2020-09-11,2020-09-14,TACONIC,0,0,0,0,0,0
2020-09-11,2020-09-14,ULSTER,0,0,0,0,0,0
2020-09-11,2020-09-14,UPSTATE,1,0,0,1,0,0
2020-09-11,2020-09-14,WALLKILL,0,0,0,0,0,0
2020-09-11,2020-09-14,WASHINGTON,0,0,0,0,0,0
2020-09-11,2020-09-14,WATERTOWN,0,0,0,0,0,0
2020-09-11,2020-09-14,WENDE,0,0,0,0,0,0
2020-09-11,2020-09-14,WILLARD,0,0,0,0,0,0
2020-09-11,2020-09-14,WOODBOURNE,1,0,0,1,0,0
2020-09-11,2020-09-14,WYOMING,0,0,0,0,0,0
2020-09-10,2020-09-11,DOCCS,-3,0,5,-8,0,0
2020-09-10,2020-09-11,ADIRONDACK,0,0,0,0,0,0
2020-09-10,2020-09-11,ALBION,0,0,0,0,0,0
2020-09-10,2020-09-11,ALTONA,0,0,0,0,0,0
2020-09-10,2020-09-11,ATTICA,0,0,0,0,0,0
2020-09-10,2020-09-11,AUBURN,0,0,1,-1,0,0
2020-09-10,2020-09-11,BARE HILL,0,0,0,0,0,0
2020-09-10,2020-09-11,BEDFORD HILL,0,0,0,0,0,0
2020-09-10,2020-09-11,CAPE VINCENT,0,0,0,0,0,0
2020-09-10,2020-09-11,CAYUGA,0,0,0,0,0,0
2020-09-10,2020-09-11,CLINTON,0,0,2,-2,0,0
2020-09-10,2020-09-11,COLLINS,0,0,0,0,0,0
2020-09-10,2020-09-11,COXSACKIE,0,0,0,0,0,0
2020-09-10,2020-09-11,DOWNSTATE,0,0,0,0,0,0
2020-09-10,2020-09-11,EASTERN,0,0,0,0,0,0
2020-09-10,2020-09-11,EDGECOMBE,0,0,0,0,0,0
2020-09-10,2020-09-11,ELMIRA,0,0,0,0,0,0
2020-09-10,2020-09-11,FISHKILL,0,0,0,0,0,0
2020-09-10,2020-09-11,FIVE POINTS,-4,0,0,-4,0,0
2020-09-10,2020-09-11,FRANKLIN,0,0,0,0,0,0
2020-09-10,2020-09-11,GOUVERNEUR,0,0,0,0,0,0
2020-09-10,2020-09-11,GOWANDA,0,0,0,0,0,0
2020-09-10,2020-09-11,GREAT MEADOW,0,0,0,0,0,0
2020-09-10,2020-09-11,GREEN HAVEN,0,0,0,0,0,0
2020-09-10,2020-09-11,GREENE,0,0,0,0,0,0
2020-09-10,2020-09-11,GROVELAND,0,0,0,0,0,0
2020-09-10,2020-09-11,HALE CREEK,0,0,0,0,0,0
2020-09-10,2020-09-11,HUDSON,0,0,0,0,0,0
2020-09-10,2020-09-11,LAKEVIEW,0,0,0,0,0,0
2020-09-10,2020-09-11,MARCY,0,0,0,0,0,0
2020-09-10,2020-09-11,MIDSTATE,0,0,0,0,0,0
2020-09-10,2020-09-11,MOHAWK,0,0,0,0,0,0
2020-09-10,2020-09-11,MORIAH,0,0,0,0,0,0
2020-09-10,2020-09-11,OGDENSBURG,0,0,0,0,0,0
