DATE,FACILITY,TESTED,POSITIVE,NEGATIVE,PENDING,DECEASED,RECOVERED
2020-08-18,DOCCS,8518,755,7675,88,17,736
2020-08-18,ADIRONDACK,82,1,79,2,0,1
2020-08-18,ALBION,40,0,38,2,0,0
2020-08-18,ALTONA,36,0,36,0,0,0
2020-08-18,ATTICA,190,2,172,16,0,2
2020-08-18,AUBURN,128,0,123,5,0,0
2020-08-18,BARE HILL,88,0,86,2,0,0
2020-08-18,BEDFORD HILL,151,45,102,4,1,44
2020-08-18,CAPE VINCENT,33,0,33,0,0,0
2020-08-18,CAYUGA,104,0,103,1,0,0
2020-08-18,CLINTON,302,1,300,1,0,1
2020-08-18,COLLINS,101,1,100,0,0,1
2020-08-18,COXSACKIE,122,1,121,0,0,1
2020-08-18,DOWNSTATE,37,1,36,0,0,1
2020-08-18,EASTERN,156,24,132,0,1,23
2020-08-18,EDGECOMBE,3,0,3,0,0,0
2020-08-18,ELMIRA,183,0,183,0,0,0
2020-08-18,FISHKILL,1400,113,1286,1,5,107
2020-08-18,FIVE POINTS,128,0,124,4,0,0
2020-08-18,FRANKLIN,124,1,123,0,0,1
2020-08-18,GOUVERNEUR,70,0,70,0,0,0
2020-08-18,GOWANDA,126,1,124,1,0,1
2020-08-18,GREAT MEADOW,133,44,89,0,0,44
2020-08-18,GREEN HAVEN,1582,129,1453,0,3,126
2020-08-18,GREENE,127,1,125,1,0,1
2020-08-18,GROVELAND,76,0,76,0,0,0
2020-08-18,HALE CREEK,31,0,31,0,0,0
2020-08-18,HUDSON,26,0,26,0,0,0
2020-08-18,LAKEVIEW,1,0,1,0,0,0
2020-08-18,MARCY,161,8,152,1,0,8
2020-08-18,MIDSTATE,149,22,126,1,0,22
2020-08-18,MOHAWK,252,1,229,22,0,1
2020-08-18,MORIAH,0,0,0,0,0,0
2020-08-18,OGDENSBURG,18,0,18,0,0,0
2020-08-18,ORLEANS,58,0,56,2,0,0
2020-08-18,OTISVILLE,172,54,115,3,1,53
2020-08-18,QUEENSBORO,13,7,6,0,1,6
2020-08-18,RIVERVIEW,58,0,58,0,0,0
2020-08-18,ROCHESTER,0,0,0,0,0,0
2020-08-18,SHAWANGUNK,457,101,353,3,1,100
2020-08-18,SING SING,266,45,216,5,4,40
2020-08-18,SOUTHPORT,45,11,34,0,0,11
2020-08-18,SULLIVAN,125,25,94,6,0,25
2020-08-18,TACONIC,27,2,25,0,0,2
2020-08-18,ULSTER,111,15,96,0,0,15
2020-08-18,UPSTATE,30,0,29,1,0,0
2020-08-18,WALLKILL,449,69,380,0,0,69
2020-08-18,WASHINGTON,66,0,66,0,0,0
2020-08-18,WATERTOWN,34,0,34,0,0,0
2020-08-18,WENDE,192,30,162,0,0,30
2020-08-18,WILLARD,1,0,1,0,0,0
2020-08-18,WOODBOURNE,139,0,135,4,0,0
2020-08-18,WYOMING,115,0,115,0,0,0
2020-08-17,DOCCS,8519,755,7662,102,17,736
2020-08-17,ADIRONDACK,82,1,79,2,0,1
2020-08-17,ALBION,40,0,38,2,0,0
2020-08-17,ALTONA,36,0,36,0,0,0
2020-08-17,ATTICA,190,2,172,16,0,2
2020-08-17,AUBURN,128,0,123,5,0,0
2020-08-17,BARE HILL,88,0,86,2,0,0
2020-08-17,BEDFORD HILL,151,45,102,4,1,44
2020-08-17,CAPE VINCENT,33,0,33,0,0,0
2020-08-17,CAYUGA,104,0,103,1,0,0
2020-08-17,CLINTON,302,1,300,1,0,1
2020-08-17,COLLINS,101,1,100,0,0,1
2020-08-17,COXSACKIE,122,1,121,0,0,1
2020-08-17,DOWNSTATE,37,1,36,0,0,1
2020-08-17,EASTERN,156,24,127,5,1,23
2020-08-17,EDGECOMBE,3,0,3,0,0,0
2020-08-17,ELMIRA,183,0,183,0,0,0
2020-08-17,FISHKILL,1400,113,1286,1,5,107
2020-08-17,FIVE POINTS,128,0,124,4,0,0
2020-08-17,FRANKLIN,125,1,120,4,0,1
2020-08-17,GOUVERNEUR,70,0,70,0,0,0
2020-08-17,GOWANDA,126,1,121,4,0,1
2020-08-17,GREAT MEADOW,133,44,89,0,0,44
2020-08-17,GREEN HAVEN,1582,129,1451,2,3,126
2020-08-17,GREENE,127,1,125,1,0,1
2020-08-17,GROVELAND,76,0,76,0,0,0
2020-08-17,HALE CREEK,31,0,31,0,0,0
2020-08-17,HUDSON,26,0,26,0,0,0
2020-08-17,LAKEVIEW,1,0,1,0,0,0
2020-08-17,MARCY,161,8,152,1,0,8
2020-08-17,MIDSTATE,149,22,126,1,0,22
2020-08-17,MOHAWK,252,1,229,22,0,1
2020-08-17,MORIAH,0,0,0,0,0,0
2020-08-17,OGDENSBURG,18,0,18,0,0,0
2020-08-17,ORLEANS,58,0,56,2,0,0
2020-08-17,OTISVILLE,172,54,115,3,1,53
2020-08-17,QUEENSBORO,13,7,6,0,1,6
2020-08-17,RIVERVIEW,58,0,58,0,0,0
2020-08-17,ROCHESTER,0,0,0,0,0,0
2020-08-17,SHAWANGUNK,457,101,353,3,1,100
2020-08-17,SING SING,266,45,216,5,4,40
2020-08-17,SOUTHPORT,45,11,34,0,0,11
2020-08-17,SULLIVAN,125,25,94,6,0,25
2020-08-17,TACONIC,27,2,25,0,0,2
2020-08-17,ULSTER,111,15,96,0,0,15
2020-08-17,UPSTATE,30,0,29,1,0,0
2020-08-17,WALLKILL,449,69,380,0,0,69
2020-08-17,WASHINGTON,66,0,66,0,0,0
2020-08-17,WATERTOWN,34,0,34,0,0,0
2020-08-17,WENDE,192,30,162,0,0,30
2020-08-17,WILLARD,1,0,1,0,0,0
2020-08-17,WOODBOURNE,139,0,135,4,0,0
2020-08-17,WYOMING,115,0,115,0,0,0
2020-08-16,DOCCS,8513,755,7627,131,17,722
2020-08-16,ADIRONDACK,82,1,79,2,0,1
2020-08-16,ALBION,40,0,38,2,0,0
2020-08-16,ALTONA,36,0,36,0,0,0
2020-08-16,ATTICA,190,2,172,16,0,2
2020-08-16,AUBURN,128,0,124,4,0,0
2020-08-16,BARE HILL,88,0,86,2,0,0
2020-08-16,BEDFORD HILL,151,45,102,4,1,44
2020-08-16,CAPE VINCENT,33,0,33,0,0,0
2020-08-16,CAYUGA,104,0,103,1,0,0
2020-08-16,CLINTON,303,1,283,19,0,1
2020-08-16,COLLINS,101,1,100,0,0,1
2020-08-16,COXSACKIE,122,1,116,5,0,1
2020-08-16,DOWNSTATE,37,1,35,1,0,1
2020-08-16,EASTERN,156,24,127,5,1,23
2020-08-16,EDGECOMBE,3,0,3,0,0,0
2020-08-16,ELMIRA,183,0,180,3,0,0
2020-08-16,FISHKILL,1400,113,1285,2,5,107
2020-08-16,FIVE POINTS,128,0,124,4,0,0
2020-08-16,FRANKLIN,125,1,120,4,0,1
2020-08-16,GOUVERNEUR,70,0,70,0,0,0
2020-08-16,GOWANDA,126,1,121,4,0,1
2020-08-16,GREAT MEADOW,133,44,89,0,0,44
2020-08-16,GREEN HAVEN,1582,129,1451,2,3,112
2020-08-16,GREENE,127,1,121,5,0,1
2020-08-16,GROVELAND,76,0,76,0,0,0
2020-08-16,HALE CREEK,31,0,31,0,0,0
2020-08-16,HUDSON,26,0,26,0,0,0
2020-08-16,LAKEVIEW,1,0,1,0,0,0
2020-08-16,MARCY,160,8,148,4,0,8
2020-08-16,MIDSTATE,148,22,125,1,0,22
2020-08-16,MOHAWK,252,1,230,21,0,1
2020-08-16,MORIAH,0,0,0,0,0,0
2020-08-16,OGDENSBURG,18,0,18,0,0,0
2020-08-16,ORLEANS,58,0,56,2,0,0
2020-08-16,OTISVILLE,172,54,115,3,1,53
2020-08-16,QUEENSBORO,13,7,6,0,1,6
2020-08-16,RIVERVIEW,58,0,58,0,0,0
2020-08-16,ROCHESTER,0,0,0,0,0,0
2020-08-16,SHAWANGUNK,457,101,353,3,1,100
2020-08-16,SING SING,261,45,215,1,4,40
2020-08-16,SOUTHPORT,45,11,34,0,0,11
2020-08-16,SULLIVAN,125,25,94,6,0,25
2020-08-16,TACONIC,27,2,25,0,0,2
2020-08-16,ULSTER,111,15,96,0,0,15
2020-08-16,UPSTATE,30,0,29,1,0,0
2020-08-16,WALLKILL,449,69,380,0,0,69
2020-08-16,WASHINGTON,66,0,66,0,0,0
2020-08-16,WATERTOWN,34,0,34,0,0,0
2020-08-16,WENDE,192,30,162,0,0,30
2020-08-16,WILLARD,1,0,1,0,0,0
2020-08-16,WOODBOURNE,139,0,135,4,0,0
2020-08-16,WYOMING,115,0,115,0,0,0
2020-08-15,DOCCS,8511,755,7626,130,17,722
2020-08-15,ADIRONDACK,82,1,79,2,0,1
2020-08-15,ALBION,40,0,38,2,0,0
2020-08-15,ALTONA,36,0,36,0,0,0
2020-08-15,ATTICA,189,2,171,16,0,2
2020-08-15,AUBURN,128,0,124,4,0,0
2020-08-15,BARE HILL,88,0,86,2,0,0
2020-08-15,BEDFORD HILL,151,45,102,4,1,44
2020-08-15,CAPE VINCENT,33,0,33,0,0,0
2020-08-15,CAYUGA,104,0,103,1,0,0
2020-08-15,CLINTON,303,1,283,19,0,1
2020-08-15,COLLINS,101,1,100,0,0,1
2020-08-15,COXSACKIE,122,1,116,5,0,1
2020-08-15,DOWNSTATE,37,1,35,1,0,1
2020-08-15,EASTERN,156,24,127,5,1,23
2020-08-15,EDGECOMBE,3,0,3,0,0,0
2020-08-15,ELMIRA,183,0,180,3,0,0
2020-08-15,FISHKILL,1400,113,1285,2,5,107
2020-08-15,FIVE POINTS,128,0,124,4,0,0
2020-08-15,FRANKLIN,125,1,120,4,0,1
2020-08-15,GOUVERNEUR,70,0,70,0,0,0
2020-08-15,GOWANDA,126,1,121,4,0,1
2020-08-15,GREAT MEADOW,133,44,89,0,0,44
2020-08-15,GREEN HAVEN,1582,129,1451,2,3,112
2020-08-15,GREENE,126,1,121,4,0,1
2020-08-15,GROVELAND,76,0,76,0,0,0
2020-08-15,HALE CREEK,31,0,31,0,0,0
2020-08-15,HUDSON,26,0,26,0,0,0
2020-08-15,LAKEVIEW,1,0,1,0,0,0
2020-08-15,MARCY,160,8,148,4,0,8
2020-08-15,MIDSTATE,148,22,125,1,0,22
2020-08-15,MOHAWK,252,1,230,21,0,1
2020-08-15,MORIAH,0,0,0,0,0,0
2020-08-15,OGDENSBURG,18,0,18,0,0,0
2020-08-15,ORLEANS,58,0,56,2,0,0
2020-08-15,OTISVILLE,172,54,115,3,1,53
2020-08-15,QUEENSBORO,13,7,6,0,1,6
2020-08-15,RIVERVIEW,58,0,58,0,0,0
2020-08-15,ROCHESTER,0,0,0,0,0,0
2020-08-15,SHAWANGUNK,457,101,353,3,1,100
2020-08-15,SING SING,261,45,215,1,4,40
2020-08-15,SOUTHPORT,45,11,34,0,0,11
2020-08-15,SULLIVAN,125,25,94,6,0,25
2020-08-15,TACONIC,27,2,25,0,0,2
2020-08-15,ULSTER,111,15,96,0,0,15
2020-08-15,UPSTATE,30,0,29,1,0,0
2020-08-15,WALLKILL,449,69,380,0,0,69
2020-08-15,WASHINGTON,66,0,66,0,0,0
2020-08-15,WATERTOWN,34,0,34,0,0,0
2020-08-15,WENDE,192,30,162,0,0,30
2020-08-15,WILLARD,1,0,1,0,0,0
2020-08-15,WOODBOURNE,139,0,135,4,0,0
2020-08-15,WYOMING,115,0,115,0,0,0
2020-08-13,DOCCS,8507,755,7606,146,17,700
2020-08-13,ADIRONDACK,82,1,79,2,0,1
2020-08-13,ALBION,40,0,38,2,0,0
2020-08-13,ALTONA,36,0,33,3,0,0
2020-08-13,ATTICA,190,2,186,2,0,2
2020-08-13,AUBURN,128,0,124,4,0,0
2020-08-13,BARE HILL,88,0,86,2,0,0
2020-08-13,BEDFORD HILL,151,45,102,4,1,44
2020-08-13,CAPE VINCENT,33,0,33,0,0,0
2020-08-13,CAYUGA,104,0,103,1,0,0
2020-08-13,CLINTON,303,1,283,19,0,1
2020-08-13,COLLINS,101,1,100,0,0,1
2020-08-13,COXSACKIE,122,1,93,28,0,1
2020-08-13,DOWNSTATE,37,1,35,1,0,1
2020-08-13,EASTERN,155,24,127,4,1,22
2020-08-13,EDGECOMBE,3,0,3,0,0,0
2020-08-13,ELMIRA,183,0,180,3,0,0
2020-08-13,FISHKILL,1397,113,1282,2,5,104
2020-08-13,FIVE POINTS,128,0,124,4,0,0
2020-08-13,FRANKLIN,125,1,120,4,0,1
2020-08-13,GOUVERNEUR,70,0,70,0,0,0
2020-08-13,GOWANDA,126,1,121,4,0,1
2020-08-13,GREAT MEADOW,133,44,88,1,0,44
2020-08-13,GREEN HAVEN,1582,129,1451,2,3,94
2020-08-13,GREENE,126,1,121,4,0,1
2020-08-13,GROVELAND,76,0,76,0,0,0
2020-08-13,HALE CREEK,31,0,31,0,0,0
2020-08-13,HUDSON,26,0,26,0,0,0
2020-08-13,LAKEVIEW,1,0,1,0,0,0
2020-08-13,MARCY,160,8,148,4,0,8
2020-08-13,MIDSTATE,148,22,125,1,0,22
2020-08-13,MOHAWK,251,1,230,20,0,1
2020-08-13,MORIAH,0,0,0,0,0,0
2020-08-13,OGDENSBURG,18,0,14,4,0,0
2020-08-13,ORLEANS,58,0,56,2,0,0
2020-08-13,OTISVILLE,172,54,115,3,1,53
2020-08-13,QUEENSBORO,13,7,6,0,1,6
2020-08-13,RIVERVIEW,58,0,58,0,0,0
2020-08-13,ROCHESTER,0,0,0,0,0,0
2020-08-13,SHAWANGUNK,457,101,355,1,1,100
2020-08-13,SING SING,261,45,215,1,4,40
2020-08-13,SOUTHPORT,45,11,32,2,0,11
2020-08-13,SULLIVAN,125,25,94,6,0,25
2020-08-13,TACONIC,27,2,25,0,0,2
2020-08-13,ULSTER,111,15,96,0,0,15
2020-08-13,UPSTATE,30,0,29,1,0,0
2020-08-13,WALLKILL,449,69,380,0,0,69
2020-08-13,WASHINGTON,66,0,66,0,0,0
2020-08-13,WATERTOWN,34,0,34,0,0,0
2020-08-13,WENDE,192,30,162,0,0,30
2020-08-13,WILLARD,1,0,1,0,0,0
2020-08-13,WOODBOURNE,139,0,134,5,0,0
2020-08-13,WYOMING,115,0,115,0,0,0
2020-08-12,DOCCS,8505,755,7601,149,17,691
2020-08-12,ADIRONDACK,82,1,79,2,0,1
2020-08-12,ALBION,40,0,38,2,0,0
2020-08-12,ALTONA,36,0,33,3,0,0
2020-08-12,ATTICA,190,2,185,3,0,2
2020-08-12,AUBURN,128,0,124,4,0,0
2020-08-12,BARE HILL,88,0,86,2,0,0
2020-08-12,BEDFORD HILL,150,45,102,3,1,44
2020-08-12,CAPE VINCENT,33,0,33,0,0,0
2020-08-12,CAYUGA,104,0,103,1,0,0
2020-08-12,CLINTON,302,1,284,17,0,1
2020-08-12,COLLINS,101,1,100,0,0,1
2020-08-12,COXSACKIE,122,1,93,28,0,1
2020-08-12,DOWNSTATE,37,1,35,1,0,1
2020-08-12,EASTERN,155,24,127,4,1,22
2020-08-12,EDGECOMBE,3,0,3,0,0,0
2020-08-12,ELMIRA,183,0,180,3,0,0
2020-08-12,FISHKILL,1397,113,1282,2,5,105
2020-08-12,FIVE POINTS,128,0,124,4,0,0
2020-08-12,FRANKLIN,125,1,121,3,0,1
2020-08-12,GOUVERNEUR,70,0,70,0,0,0
2020-08-12,GOWANDA,126,1,121,4,0,1
2020-08-12,GREAT MEADOW,133,44,88,1,0,44
2020-08-12,GREEN HAVEN,1582,129,1451,2,3,94
2020-08-12,GREENE,126,1,121,4,0,1
2020-08-12,GROVELAND,76,0,76,0,0,0
2020-08-12,HALE CREEK,31,0,31,0,0,0
2020-08-12,HUDSON,26,0,26,0,0,0
2020-08-12,LAKEVIEW,1,0,1,0,0,0
2020-08-12,MARCY,160,8,148,4,0,8
2020-08-12,MIDSTATE,148,22,125,1,0,22
2020-08-12,MOHAWK,251,1,230,20,0,1
2020-08-12,MORIAH,0,0,0,0,0,0
2020-08-12,OGDENSBURG,18,0,14,4,0,0
2020-08-12,ORLEANS,58,0,56,2,0,0
2020-08-12,OTISVILLE,172,54,115,3,1,53
2020-08-12,QUEENSBORO,13,7,6,0,1,6
2020-08-12,RIVERVIEW,59,0,54,5,0,0
2020-08-12,ROCHESTER,0,0,0,0,0,0
2020-08-12,SHAWANGUNK,457,101,353,3,1,100
2020-08-12,SING SING,261,45,215,1,4,39
2020-08-12,SOUTHPORT,45,11,32,2,0,11
2020-08-12,SULLIVAN,125,25,94,6,0,25
2020-08-12,TACONIC,27,2,25,0,0,2
2020-08-12,ULSTER,111,15,96,0,0,15
2020-08-12,UPSTATE,30,0,29,1,0,0
2020-08-12,WALLKILL,449,69,380,0,0,60
2020-08-12,WASHINGTON,66,0,66,0,0,0
2020-08-12,WATERTOWN,34,0,34,0,0,0
2020-08-12,WENDE,192,30,162,0,0,30
2020-08-12,WILLARD,1,0,1,0,0,0
2020-08-12,WOODBOURNE,138,0,134,4,0,0
2020-08-12,WYOMING,115,0,115,0,0,0
2020-08-11,DOCCS,8483,755,7597,131,17,676
2020-08-11,ADIRONDACK,82,1,81,0,0,1
2020-08-11,ALBION,40,0,38,2,0,0
2020-08-11,ALTONA,36,0,33,3,0,0
2020-08-11,ATTICA,189,2,186,1,0,2
2020-08-11,AUBURN,128,0,123,5,0,0
2020-08-11,BARE HILL,88,0,86,2,0,0
2020-08-11,BEDFORD HILL,150,45,102,3,1,44
2020-08-11,CAPE VINCENT,33,0,33,0,0,0
2020-08-11,CAYUGA,104,0,103,1,0,0
2020-08-11,CLINTON,301,1,283,17,0,1
2020-08-11,COLLINS,101,1,100,0,0,1
2020-08-11,COXSACKIE,122,1,93,28,0,1
2020-08-11,DOWNSTATE,37,1,35,1,0,1
2020-08-11,EASTERN,155,24,127,4,1,22
2020-08-11,EDGECOMBE,3,0,3,0,0,0
2020-08-11,ELMIRA,183,0,180,3,0,0
2020-08-11,FISHKILL,1397,113,1282,2,5,103
2020-08-11,FIVE POINTS,128,0,124,4,0,0
2020-08-11,FRANKLIN,125,1,121,3,0,1
2020-08-11,GOUVERNEUR,70,0,70,0,0,0
2020-08-11,GOWANDA,126,1,121,4,0,1
2020-08-11,GREAT MEADOW,133,44,88,1,0,44
2020-08-11,GREEN HAVEN,1582,129,1451,2,3,81
2020-08-11,GREENE,126,1,121,4,0,1
2020-08-11,GROVELAND,76,0,76,0,0,0
2020-08-11,HALE CREEK,31,0,31,0,0,0
2020-08-11,HUDSON,26,0,26,0,0,0
2020-08-11,LAKEVIEW,1,0,1,0,0,0
2020-08-11,MARCY,160,8,148,4,0,8
2020-08-11,MIDSTATE,148,22,125,1,0,22
2020-08-11,MOHAWK,232,1,230,1,0,1
2020-08-11,MORIAH,0,0,0,0,0,0
2020-08-11,OGDENSBURG,18,0,14,4,0,0
2020-08-11,ORLEANS,58,0,56,2,0,0
2020-08-11,OTISVILLE,172,54,115,3,1,53
2020-08-11,QUEENSBORO,13,7,6,0,1,6
2020-08-11,RIVERVIEW,59,0,54,5,0,0
2020-08-11,ROCHESTER,0,0,0,0,0,0
2020-08-11,SHAWANGUNK,457,101,353,3,1,100
2020-08-11,SING SING,261,45,211,5,4,39
2020-08-11,SOUTHPORT,45,11,32,2,0,11
2020-08-11,SULLIVAN,125,25,93,7,0,25
2020-08-11,TACONIC,27,2,25,0,0,2
2020-08-11,ULSTER,111,15,94,2,0,15
2020-08-11,UPSTATE,29,0,29,0,0,0
2020-08-11,WALLKILL,449,69,380,0,0,60
2020-08-11,WASHINGTON,66,0,66,0,0,0
2020-08-11,WATERTOWN,34,0,34,0,0,0
2020-08-11,WENDE,192,30,162,0,0,30
2020-08-11,WILLARD,1,0,1,0,0,0
2020-08-11,WOODBOURNE,138,0,136,2,0,0
2020-08-11,WYOMING,115,0,115,0,0,0
2020-08-10,DOCCS,8475,755,7604,116,17,643
2020-08-10,ADIRONDACK,82,1,81,0,0,1
2020-08-10,ALBION,40,0,38,2,0,0
2020-08-10,ALTONA,36,0,33,3,0,0
2020-08-10,ATTICA,188,2,177,9,0,2
2020-08-10,AUBURN,124,0,122,2,0,0
2020-08-10,BARE HILL,88,0,86,2,0,0
2020-08-10,BEDFORD HILL,150,45,102,3,1,44
2020-08-10,CAPE VINCENT,33,0,33,0,0,0
2020-08-10,CAYUGA,104,0,104,0,0,0
2020-08-10,CLINTON,299,1,295,3,0,1
2020-08-10,COLLINS,101,1,100,0,0,1
2020-08-10,COXSACKIE,122,1,93,28,0,1
2020-08-10,DOWNSTATE,37,1,35,1,0,1
2020-08-10,EASTERN,154,24,126,4,1,22
2020-08-10,EDGECOMBE,3,0,3,0,0,0
2020-08-10,ELMIRA,183,0,178,5,0,0
2020-08-10,FISHKILL,1397,113,1282,2,5,103
2020-08-10,FIVE POINTS,128,0,124,4,0,0
2020-08-10,FRANKLIN,125,1,121,3,0,1
2020-08-10,GOUVERNEUR,70,0,70,0,0,0
2020-08-10,GOWANDA,126,1,121,4,0,1
2020-08-10,GREAT MEADOW,133,44,88,1,0,44
2020-08-10,GREEN HAVEN,1582,129,1451,2,3,71
2020-08-10,GREENE,126,1,121,4,0,1
2020-08-10,GROVELAND,76,0,76,0,0,0
2020-08-10,HALE CREEK,31,0,31,0,0,0
2020-08-10,HUDSON,26,0,26,0,0,0
2020-08-10,LAKEVIEW,1,0,1,0,0,0
2020-08-10,MARCY,160,8,152,0,0,8
2020-08-10,MIDSTATE,148,22,125,1,0,22
2020-08-10,MOHAWK,232,1,229,2,0,1
2020-08-10,MORIAH,0,0,0,0,0,0
2020-08-10,OGDENSBURG,18,0,14,4,0,0
2020-08-10,ORLEANS,58,0,56,2,0,0
2020-08-10,OTISVILLE,172,54,118,0,1,53
2020-08-10,QUEENSBORO,13,7,6,0,1,6
2020-08-10,RIVERVIEW,59,0,54,5,0,0
2020-08-10,ROCHESTER,0,0,0,0,0,0
2020-08-10,SHAWANGUNK,457,101,354,2,1,77
2020-08-10,SING SING,261,45,211,5,4,39
2020-08-10,SOUTHPORT,45,11,32,2,0,11
2020-08-10,SULLIVAN,125,25,93,7,0,25
2020-08-10,TACONIC,27,2,25,0,0,2
2020-08-10,ULSTER,111,15,94,2,0,15
2020-08-10,UPSTATE,29,0,29,0,0,0
2020-08-10,WALLKILL,449,69,380,0,0,60
2020-08-10,WASHINGTON,66,0,66,0,0,0
2020-08-10,WATERTOWN,34,0,34,0,0,0
2020-08-10,WENDE,192,30,162,0,0,30
2020-08-10,WILLARD,1,0,1,0,0,0
2020-08-10,WOODBOURNE,138,0,136,2,0,0
2020-08-10,WYOMING,115,0,115,0,0,0
2020-08-09,DOCCS,8472,754,7588,130,17,608
2020-08-09,ADIRONDACK,82,1,81,0,0,1
2020-08-09,ALBION,40,0,38,2,0,0
2020-08-09,ALTONA,36,0,33,3,0,0
2020-08-09,ATTICA,188,2,177,9,0,2
2020-08-09,AUBURN,124,0,122,2,0,0
2020-08-09,BARE HILL,88,0,86,2,0,0
2020-08-09,BEDFORD HILL,150,45,102,3,1,44
2020-08-09,CAPE VINCENT,33,0,33,0,0,0
2020-08-09,CAYUGA,104,0,104,0,0,0
2020-08-09,CLINTON,298,1,280,17,0,1
2020-08-09,COLLINS,101,1,100,0,0,1
2020-08-09,COXSACKIE,122,1,93,28,0,1
2020-08-09,DOWNSTATE,36,1,34,1,0,1
2020-08-09,EASTERN,154,24,124,6,1,22
2020-08-09,EDGECOMBE,3,0,3,0,0,0
2020-08-09,ELMIRA,183,0,178,5,0,0
2020-08-09,FISHKILL,1397,113,1282,2,5,100
2020-08-09,FIVE POINTS,128,0,124,4,0,0
2020-08-09,FRANKLIN,125,1,119,5,0,1
2020-08-09,GOUVERNEUR,70,0,70,0,0,0
2020-08-09,GOWANDA,126,1,121,4,0,1
2020-08-09,GREAT MEADOW,133,44,88,1,0,44
2020-08-09,GREEN HAVEN,1582,129,1451,2,3,71
2020-08-09,GREENE,126,1,123,2,0,1
2020-08-09,GROVELAND,76,0,76,0,0,0
2020-08-09,HALE CREEK,31,0,31,0,0,0
2020-08-09,HUDSON,26,0,26,0,0,0
2020-08-09,LAKEVIEW,1,0,1,0,0,0
2020-08-09,MARCY,160,8,152,0,0,8
2020-08-09,MIDSTATE,148,22,125,1,0,22
2020-08-09,MOHAWK,232,1,229,2,0,1
2020-08-09,MORIAH,0,0,0,0,0,0
2020-08-09,OGDENSBURG,18,0,14,4,0,0
2020-08-09,ORLEANS,58,0,56,2,0,0
2020-08-09,OTISVILLE,172,54,118,0,1,53
2020-08-09,QUEENSBORO,13,7,6,0,1,6
2020-08-09,RIVERVIEW,59,0,54,5,0,0
2020-08-09,ROCHESTER,0,0,0,0,0,0
2020-08-09,SHAWANGUNK,457,101,356,0,1,55
2020-08-09,SING SING,261,44,211,6,4,39
2020-08-09,SOUTHPORT,45,11,32,2,0,11
2020-08-09,SULLIVAN,124,25,93,6,0,25
2020-08-09,TACONIC,27,2,25,0,0,2
2020-08-09,ULSTER,111,15,94,2,0,15
2020-08-09,UPSTATE,29,0,29,0,0,0
2020-08-09,WALLKILL,449,69,380,0,0,50
2020-08-09,WASHINGTON,66,0,66,0,0,0
2020-08-09,WATERTOWN,34,0,34,0,0,0
2020-08-09,WENDE,192,30,162,0,0,30
2020-08-09,WILLARD,1,0,1,0,0,0
2020-08-09,WOODBOURNE,138,0,136,2,0,0
2020-08-09,WYOMING,115,0,115,0,0,0
2020-08-08,DOCCS,8472,754,7588,130,17,599
2020-08-08,ADIRONDACK,82,1,81,0,0,1
2020-08-08,ALBION,40,0,38,2,0,0
2020-08-08,ALTONA,36,0,33,3,0,0
2020-08-08,ATTICA,188,2,177,9,0,2
2020-08-08,AUBURN,124,0,122,2,0,0
2020-08-08,BARE HILL,88,0,86,2,0,0
2020-08-08,BEDFORD HILL,150,45,102,3,1,44
2020-08-08,CAPE VINCENT,33,0,33,0,0,0
2020-08-08,CAYUGA,104,0,104,0,0,0
2020-08-08,CLINTON,298,1,280,17,0,1
2020-08-08,COLLINS,101,1,100,0,0,1
2020-08-08,COXSACKIE,122,1,93,28,0,1
2020-08-08,DOWNSTATE,36,1,34,1,0,1
2020-08-08,EASTERN,154,24,124,6,1,22
2020-08-08,EDGECOMBE,3,0,3,0,0,0
2020-08-08,ELMIRA,183,0,178,5,0,0
2020-08-08,FISHKILL,1397,113,1282,2,5,100
2020-08-08,FIVE POINTS,128,0,124,4,0,0
2020-08-08,FRANKLIN,125,1,119,5,0,1
2020-08-08,GOUVERNEUR,70,0,70,0,0,0
2020-08-08,GOWANDA,126,1,121,4,0,1
2020-08-08,GREAT MEADOW,133,44,88,1,0,44
2020-08-08,GREEN HAVEN,1582,129,1451,2,3,71
2020-08-08,GREENE,126,1,123,2,0,1
2020-08-08,GROVELAND,76,0,76,0,0,0
2020-08-08,HALE CREEK,31,0,31,0,0,0
2020-08-08,HUDSON,26,0,26,0,0,0
2020-08-08,LAKEVIEW,1,0,1,0,0,0
2020-08-08,MARCY,160,8,152,0,0,8
2020-08-08,MIDSTATE,148,22,125,1,0,22
2020-08-08,MOHAWK,232,1,229,2,0,1
2020-08-08,MORIAH,0,0,0,0,0,0
2020-08-08,OGDENSBURG,18,0,14,4,0,0
2020-08-08,ORLEANS,58,0,56,2,0,0
2020-08-08,OTISVILLE,172,54,118,0,1,53
2020-08-08,QUEENSBORO,13,7,6,0,1,6
2020-08-08,RIVERVIEW,59,0,54,5,0,0
2020-08-08,ROCHESTER,0,0,0,0,0,0
2020-08-08,SHAWANGUNK,457,101,356,0,1,46
2020-08-08,SING SING,261,44,211,6,4,39
2020-08-08,SOUTHPORT,45,11,32,2,0,11
2020-08-08,SULLIVAN,124,25,93,6,0,25
2020-08-08,TACONIC,27,2,25,0,0,2
2020-08-08,ULSTER,111,15,94,2,0,15
2020-08-08,UPSTATE,29,0,29,0,0,0
2020-08-08,WALLKILL,449,69,380,0,0,50
2020-08-08,WASHINGTON,66,0,66,0,0,0
