DATE,FACILITY,TESTED,POSITIVE,NEGATIVE,PENDING,DECEASED,RECOVERED
2020-05-07,COXSACKIE,10,2,8,0,0,1
2020-05-07,DOWNSTATE,6,1,4,1,0,1
2020-05-07,EASTERN,19,17,2,0,0,7
2020-05-07,EDGECOMBE,0,0,0,0,0,0
2020-05-07,ELMIRA,5,0,5,0,0,0
2020-05-07,FISHKILL,106,87,19,0,5,50
2020-05-07,FIVE POINTS,1,0,1,0,0,0
2020-05-07,FRANKLIN,13,1,11,1,0,1
2020-05-07,GOUVERNEUR,2,0,2,0,0,0
2020-05-07,GOWANDA,1,0,1,0,0,0
2020-05-07,GREAT MEADOW,39,31,6,2,0,4
2020-05-07,GREEN HAVEN,49,40,8,1,2,19
2020-05-07,GREENE,3,1,1,1,0,0
2020-05-07,GROVELAND,1,0,1,0,0,0
2020-05-07,HALE CREEK,0,0,0,0,0,0
2020-05-07,HUDSON,0,0,0,0,0,0
2020-05-07,LAKEVIEW,1,0,1,0,0,0
2020-05-07,MARCY,13,8,4,1,0,8
2020-05-07,MIDSTATE,24,14,9,1,0,4
2020-05-07,MOHAWK,14,3,11,0,0,3
2020-05-07,MORIAH,0,0,0,0,0,0
2020-05-07,OGDENSBURG,0,0,0,0,0,0
2020-05-07,ORLEANS,2,0,2,0,0,0
2020-05-07,OTISVILLE,62,45,17,0,1,27
2020-05-07,QUEENSBORO,1,1,0,0,1,0
2020-05-07,RIVERVIEW,5,0,5,0,0,0
2020-05-07,ROCHESTER,0,0,0,0,0,0
2020-05-07,SHAWANGUNK,24,20,4,0,1,10
2020-05-07,SING SING,60,51,9,0,4,41
2020-05-07,SOUTHPORT,13,11,2,0,0,1
2020-05-07,SULLIVAN,10,7,3,0,0,0
2020-05-07,TACONIC,2,2,0,0,0,0
2020-05-07,ULSTER,8,1,6,1,0,1
2020-05-07,UPSTATE,0,0,0,0,0,0
2020-05-07,WALLKILL,15,12,1,2,0,9
2020-05-07,WASHINGTON,2,0,2,0,0,0
2020-05-07,WATERTOWN,0,0,0,0,0,0
2020-05-07,WENDE,34,27,5,2,0,23
2020-05-07,WILLARD,1,0,1,0,0,0
2020-05-07,WOODBOURNE,0,0,0,0,0,0
2020-05-07,WYOMING,1,0,1,0,0,0
2020-05-06,DOCCS,631,422,187,22,15,238
2020-05-06,ADIRONDACK,0,0,0,0,0,0
2020-05-06,ALBION,3,0,2,1,0,0
2020-05-06,ALTONA,1,0,1,0,0,0
2020-05-06,ATTICA,2,2,0,0,0,1
2020-05-06,AUBURN,2,0,2,0,0,0
2020-05-06,BARE HILL,3,0,3,0,0,0
2020-05-06,BEDFORD HILL,59,40,14,5,1,31
2020-05-06,CAPE VINCENT,0,0,0,0,0,0
2020-05-06,CAYUGA,1,0,1,0,0,0
2020-05-06,CLINTON,15,1,13,1,0,1
2020-05-06,COLLINS,4,0,4,0,0,0
2020-05-06,COXSACKIE,10,2,8,0,0,1
2020-05-06,DOWNSTATE,6,1,3,2,0,1
2020-05-06,EASTERN,19,17,2,0,0,6
2020-05-06,EDGECOMBE,0,0,0,0,0,0
2020-05-06,ELMIRA,5,0,5,0,0,0
2020-05-06,FISHKILL,103,87,16,0,5,51
2020-05-06,FIVE POINTS,1,0,1,0,0,0
2020-05-06,FRANKLIN,13,1,11,1,0,1
2020-05-06,GOUVERNEUR,2,0,2,0,0,0
2020-05-06,GOWANDA,1,0,1,0,0,0
2020-05-06,GREAT MEADOW,39,31,6,2,0,4
2020-05-06,GREEN HAVEN,49,40,8,1,2,16
2020-05-06,GREENE,3,1,1,1,0,0
2020-05-06,GROVELAND,1,0,1,0,0,0
2020-05-06,HALE CREEK,0,0,0,0,0,0
2020-05-06,HUDSON,0,0,0,0,0,0
2020-05-06,LAKEVIEW,1,0,1,0,0,0
2020-05-06,MARCY,13,8,4,1,0,8
2020-05-06,MIDSTATE,22,14,8,0,0,4
2020-05-06,MOHAWK,14,3,11,0,0,3
2020-05-06,MORIAH,0,0,0,0,0,0
2020-05-06,OGDENSBURG,0,0,0,0,0,0
2020-05-06,ORLEANS,2,0,2,0,0,0
2020-05-06,OTISVILLE,62,45,17,0,1,27
2020-05-06,QUEENSBORO,1,1,0,0,1,0
2020-05-06,RIVERVIEW,5,0,5,0,0,0
2020-05-06,ROCHESTER,0,0,0,0,0,0
2020-05-06,SHAWANGUNK,23,19,4,0,1,9
2020-05-06,SING SING,60,51,9,0,4,40
2020-05-06,SOUTHPORT,13,11,2,0,0,1
2020-05-06,SULLIVAN,10,7,3,0,0,0
2020-05-06,TACONIC,2,2,0,0,0,0
2020-05-06,ULSTER,8,1,6,1,0,1
2020-05-06,UPSTATE,0,0,0,0,0,0
2020-05-06,WALLKILL,15,10,1,4,0,9
2020-05-06,WASHINGTON,2,0,2,0,0,0
2020-05-06,WATERTOWN,0,0,0,0,0,0
2020-05-06,WENDE,34,27,5,2,0,23
2020-05-06,WILLARD,1,0,1,0,0,0
2020-05-06,WOODBOURNE,0,0,0,0,0,0
2020-05-06,WYOMING,1,0,1,0,0,0
2020-05-05,DOCCS,619,415,184,20,15,226
2020-05-05,ADIRONDACK,0,0,0,0,0,0
2020-05-05,ALBION,3,0,2,1,0,0
2020-05-05,ALTONA,1,0,1,0,0,0
2020-05-05,ATTICA,2,2,0,0,0,0
2020-05-05,AUBURN,2,0,2,0,0,0
2020-05-05,BARE HILL,3,0,3,0,0,0
2020-05-05,BEDFORD HILL,57,39,15,3,1,30
2020-05-05,CAPE VINCENT,0,0,0,0,0,0
2020-05-05,CAYUGA,1,0,1,0,0,0
2020-05-05,CLINTON,13,1,11,1,0,1
2020-05-05,COLLINS,4,0,4,0,0,0
2020-05-05,COXSACKIE,10,2,8,0,0,1
2020-05-05,DOWNSTATE,5,1,3,1,0,1
2020-05-05,EASTERN,17,15,2,0,0,6
2020-05-05,EDGECOMBE,0,0,0,0,0,0
2020-05-05,ELMIRA,5,0,5,0,0,0
2020-05-05,FISHKILL,101,85,16,0,5,47
2020-05-05,FIVE POINTS,1,0,1,0,0,0
2020-05-05,FRANKLIN,13,1,11,1,0,1
2020-05-05,GOUVERNEUR,2,0,2,0,0,0
2020-05-05,GOWANDA,1,0,1,0,0,0
2020-05-05,GREAT MEADOW,39,31,6,2,0,4
2020-05-05,GREEN HAVEN,48,38,8,2,2,16
2020-05-05,GREENE,3,1,1,1,0,0
2020-05-05,GROVELAND,1,0,1,0,0,0
2020-05-05,HALE CREEK,0,0,0,0,0,0
2020-05-05,HUDSON,0,0,0,0,0,0
2020-05-05,LAKEVIEW,1,0,1,0,0,0
2020-05-05,MARCY,13,8,4,1,0,8
2020-05-05,MIDSTATE,22,14,8,0,0,4
2020-05-05,MOHAWK,14,3,11,0,0,3
2020-05-05,MORIAH,0,0,0,0,0,0
2020-05-05,OGDENSBURG,0,0,0,0,0,0
2020-05-05,ORLEANS,2,0,2,0,0,0
2020-05-05,OTISVILLE,62,45,15,2,1,22
2020-05-05,QUEENSBORO,1,1,0,0,1,0
2020-05-05,RIVERVIEW,5,0,5,0,0,0
2020-05-05,ROCHESTER,0,0,0,0,0,0
2020-05-05,SHAWANGUNK,23,19,4,0,1,8
2020-05-05,SING SING,60,51,9,0,4,40
2020-05-05,SOUTHPORT,13,11,2,0,0,1
2020-05-05,SULLIVAN,10,7,3,0,0,0
2020-05-05,TACONIC,2,2,0,0,0,0
2020-05-05,ULSTER,8,1,6,1,0,1
2020-05-05,UPSTATE,0,0,0,0,0,0
2020-05-05,WALLKILL,13,10,1,2,0,9
2020-05-05,WASHINGTON,2,0,2,0,0,0
2020-05-05,WATERTOWN,0,0,0,0,0,0
2020-05-05,WENDE,34,27,5,2,0,23
2020-05-05,WILLARD,1,0,1,0,0,0
2020-05-05,WOODBOURNE,0,0,0,0,0,0
2020-05-05,WYOMING,1,0,1,0,0,0
2020-05-04,DOCCS,608,407,177,24,13,224
2020-05-04,ADIRONDACK,0,0,0,0,0,0
2020-05-04,ALBION,2,0,2,0,0,0
2020-05-04,ALTONA,1,0,1,0,0,0
2020-05-04,ATTICA,2,2,0,0,0,0
2020-05-04,AUBURN,2,0,2,0,0,0
2020-05-04,BARE HILL,3,0,3,0,0,0
2020-05-04,BEDFORD HILL,57,39,15,3,1,29
2020-05-04,CAPE VINCENT,0,0,0,0,0,0
2020-05-04,CAYUGA,1,0,1,0,0,0
2020-05-04,CLINTON,12,1,11,0,0,1
2020-05-04,COLLINS,4,0,4,0,0,0
2020-05-04,COXSACKIE,10,2,8,0,0,1
2020-05-04,DOWNSTATE,5,1,3,1,0,1
2020-05-04,EASTERN,17,15,2,0,0,6
2020-05-04,EDGECOMBE,0,0,0,0,0,0
2020-05-04,ELMIRA,5,0,5,0,0,0
2020-05-04,FISHKILL,110,94,12,4,4,59
2020-05-04,FIVE POINTS,1,0,1,0,0,0
2020-05-04,FRANKLIN,13,1,11,1,0,1
2020-05-04,GOUVERNEUR,2,0,2,0,0,0
2020-05-04,GOWANDA,1,0,1,0,0,0
2020-05-04,GREAT MEADOW,38,30,6,2,0,4
2020-05-04,GREEN HAVEN,46,36,7,3,1,15
2020-05-04,GREENE,3,1,1,1,0,0
2020-05-04,GROVELAND,1,0,1,0,0,0
2020-05-04,HALE CREEK,0,0,0,0,0,0
2020-05-04,HUDSON,0,0,0,0,0,0
2020-05-04,LAKEVIEW,1,0,1,0,0,0
2020-05-04,MARCY,12,8,4,0,0,8
2020-05-04,MIDSTATE,22,14,8,0,0,4
2020-05-04,MOHAWK,14,3,11,0,0,3
2020-05-04,MORIAH,0,0,0,0,0,0
2020-05-04,OGDENSBURG,0,0,0,0,0,0
2020-05-04,ORLEANS,2,0,2,0,0,0
2020-05-04,OTISVILLE,62,44,15,3,1,23
2020-05-04,QUEENSBORO,1,1,0,0,1,0
2020-05-04,RIVERVIEW,5,0,5,0,0,0
2020-05-04,ROCHESTER,0,0,0,0,0,0
2020-05-04,SHAWANGUNK,23,18,4,1,1,6
2020-05-04,SING SING,60,51,9,0,4,38
2020-05-04,SOUTHPORT,13,11,2,0,0,1
2020-05-04,SULLIVAN,8,5,3,0,0,0
2020-05-04,TACONIC,2,2,0,0,0,0
2020-05-04,ULSTER,8,1,6,1,0,1
2020-05-04,UPSTATE,0,0,0,0,0,0
2020-05-04,WALLKILL,2,1,1,0,0,0
2020-05-04,WASHINGTON,2,0,0,2,0,0
2020-05-04,WATERTOWN,0,0,0,0,0,0
2020-05-04,WENDE,33,26,5,2,0,23
2020-05-04,WILLARD,1,0,1,0,0,0
2020-05-04,WOODBOURNE,0,0,0,0,0,0
2020-05-04,WYOMING,1,0,1,0,0,0
2020-05-03,DOCCS,593,401,172,20,12,202
2020-05-03,ADIRONDACK,0,0,0,0,0,0
2020-05-03,ALBION,2,0,2,0,0,0
2020-05-03,ALTONA,1,0,1,0,0,0
2020-05-03,ATTICA,2,2,0,0,0,0
2020-05-03,AUBURN,2,0,2,0,0,0
2020-05-03,BARE HILL,3,0,3,0,0,0
2020-05-03,BEDFORD HILL,53,38,15,0,1,23
2020-05-03,CAPE VINCENT,0,0,0,0,0,0
2020-05-03,CAYUGA,1,0,1,0,0,0
2020-05-03,CLINTON,12,1,11,0,0,1
2020-05-03,COLLINS,4,0,4,0,0,0
2020-05-03,COXSACKIE,10,2,8,0,0,1
2020-05-03,DOWNSTATE,5,1,3,1,0,1
2020-05-03,EASTERN,17,15,2,0,0,6
2020-05-03,EDGECOMBE,0,0,0,0,0,0
2020-05-03,ELMIRA,5,0,5,0,0,0
2020-05-03,FISHKILL,108,94,10,4,4,47
2020-05-03,FIVE POINTS,1,0,1,0,0,0
2020-05-03,FRANKLIN,13,1,11,1,0,1
2020-05-03,GOUVERNEUR,2,0,2,0,0,0
2020-05-03,GOWANDA,1,0,1,0,0,0
2020-05-03,GREAT MEADOW,38,29,6,3,0,4
2020-05-03,GREEN HAVEN,44,36,6,2,1,15
2020-05-03,GREENE,3,1,1,1,0,0
2020-05-03,GROVELAND,1,0,1,0,0,0
2020-05-03,HALE CREEK,0,0,0,0,0,0
2020-05-03,HUDSON,0,0,0,0,0,0
2020-05-03,LAKEVIEW,1,0,1,0,0,0
2020-05-03,MARCY,12,8,4,0,0,8
2020-05-03,MIDSTATE,22,14,8,0,0,4
2020-05-03,MOHAWK,14,3,10,1,0,2
2020-05-03,MORIAH,0,0,0,0,0,0
2020-05-03,OGDENSBURG,0,0,0,0,0,0
2020-05-03,ORLEANS,2,0,2,0,0,0
2020-05-03,OTISVILLE,61,44,15,2,1,23
2020-05-03,QUEENSBORO,1,1,0,0,1,0
2020-05-03,RIVERVIEW,5,0,5,0,0,0
2020-05-03,ROCHESTER,0,0,0,0,0,0
2020-05-03,SHAWANGUNK,22,17,3,2,0,6
2020-05-03,SING SING,60,51,9,0,4,38
2020-05-03,SOUTHPORT,13,11,2,0,0,1
2020-05-03,SULLIVAN,5,2,3,0,0,0
2020-05-03,TACONIC,2,2,0,0,0,0
2020-05-03,ULSTER,8,1,6,1,0,1
2020-05-03,UPSTATE,0,0,0,0,0,0
2020-05-03,WALLKILL,2,1,1,0,0,0
2020-05-03,WASHINGTON,0,0,0,0,0,0
2020-05-03,WATERTOWN,0,0,0,0,0,0
2020-05-03,WENDE,33,26,5,2,0,20
2020-05-03,WILLARD,1,0,1,0,0,0
2020-05-03,WOODBOURNE,0,0,0,0,0,0
2020-05-03,WYOMING,1,0,1,0,0,0
2020-05-02,DOCCS,587,396,167,24,11,193
2020-05-02,ADIRONDACK,0,0,0,0,0,0
2020-05-02,ALBION,2,0,2,0,0,0
2020-05-02,ALTONA,1,0,1,0,0,0
2020-05-02,ATTICA,2,2,0,0,0,0
2020-05-02,AUBURN,2,0,2,0,0,0
2020-05-02,BARE HILL,3,0,3,0,0,0
2020-05-02,BEDFORD HILL,53,38,14,1,1,23
2020-05-02,CAPE VINCENT,0,0,0,0,0,0
2020-05-02,CAYUGA,1,0,1,0,0,0
2020-05-02,CLINTON,12,1,11,0,0,1
2020-05-02,COLLINS,4,0,4,0,0,0
2020-05-02,COXSACKIE,10,2,8,0,0,1
2020-05-02,DOWNSTATE,5,1,3,1,0,1
2020-05-02,EASTERN,17,15,2,0,0,6
2020-05-02,EDGECOMBE,0,0,0,0,0,0
2020-05-02,ELMIRA,5,0,5,0,0,0
2020-05-02,FISHKILL,106,92,10,4,4,47
2020-05-02,FIVE POINTS,1,0,1,0,0,0
2020-05-02,FRANKLIN,13,1,11,1,0,1
2020-05-02,GOUVERNEUR,2,0,2,0,0,0
2020-05-02,GOWANDA,1,0,1,0,0,0
2020-05-02,GREAT MEADOW,38,29,6,3,0,4
2020-05-02,GREEN HAVEN,43,35,6,2,0,15
2020-05-02,GREENE,2,0,1,1,0,0
2020-05-02,GROVELAND,1,0,1,0,0,0
2020-05-02,HALE CREEK,0,0,0,0,0,0
2020-05-02,HUDSON,0,0,0,0,0,0
2020-05-02,LAKEVIEW,1,0,1,0,0,0
2020-05-02,MARCY,12,8,4,0,0,8
2020-05-02,MIDSTATE,22,14,8,0,0,4
2020-05-02,MOHAWK,14,3,10,1,0,2
2020-05-02,MORIAH,0,0,0,0,0,0
2020-05-02,OGDENSBURG,0,0,0,0,0,0
2020-05-02,ORLEANS,2,0,2,0,0,0
2020-05-02,OTISVILLE,60,44,11,5,1,14
2020-05-02,QUEENSBORO,1,1,0,0,1,0
2020-05-02,RIVERVIEW,5,0,5,0,0,0
2020-05-02,ROCHESTER,0,0,0,0,0,0
2020-05-02,SHAWANGUNK,21,17,3,1,0,6
2020-05-02,SING SING,60,50,9,1,4,38
2020-05-02,SOUTHPORT,13,11,2,0,0,1
2020-05-02,SULLIVAN,5,2,3,0,0,0
2020-05-02,TACONIC,2,2,0,0,0,0
2020-05-02,ULSTER,8,1,6,1,0,1
2020-05-02,UPSTATE,0,0,0,0,0,0
2020-05-02,WALLKILL,2,1,1,0,0,0
2020-05-02,WASHINGTON,0,0,0,0,0,0
2020-05-02,WATERTOWN,0,0,0,0,0,0
2020-05-02,WENDE,33,26,5,2,0,20
2020-05-02,WILLARD,1,0,1,0,0,0
2020-05-02,WOODBOURNE,0,0,0,0,0,0
2020-05-02,WYOMING,1,0,1,0,0,0
2020-05-01,DOCCS,586,391,166,29,10,180
2020-05-01,ADIRONDACK,0,0,0,0,0,0
2020-05-01,ALBION,2,0,2,0,0,0
2020-05-01,ALTONA,1,0,1,0,0,0
2020-05-01,ATTICA,2,2,0,0,0,0
2020-05-01,AUBURN,2,0,2,0,0,0
2020-05-01,BARE HILL,3,0,3,0,0,0
2020-05-01,BEDFORD HILL,53,38,14,1,1,23
2020-05-01,CAPE VINCENT,0,0,0,0,0,0
2020-05-01,CAYUGA,1,0,1,0,0,0
2020-05-01,CLINTON,12,1,11,0,0,1
2020-05-01,COLLINS,4,0,4,0,0,0
2020-05-01,COXSACKIE,10,2,8,0,0,1
2020-05-01,DOWNSTATE,5,1,3,1,0,1
2020-05-01,EASTERN,17,15,2,0,0,6
2020-05-01,EDGECOMBE,0,0,0,0,0,0
2020-05-01,ELMIRA,5,0,5,0,0,0
2020-05-01,FISHKILL,104,90,10,4,3,35
2020-05-01,FIVE POINTS,1,0,1,0,0,0
2020-05-01,FRANKLIN,13,1,11,1,0,1
2020-05-01,GOUVERNEUR,2,0,2,0,0,0
2020-05-01,GOWANDA,1,0,1,0,0,0
2020-05-01,GREAT MEADOW,38,26,6,6,0,4
2020-05-01,GREEN HAVEN,42,34,6,2,0,15
2020-05-01,GREENE,2,0,1,1,0,0
2020-05-01,GROVELAND,1,0,1,0,0,0
2020-05-01,HALE CREEK,0,0,0,0,0,0
2020-05-01,HUDSON,0,0,0,0,0,0
2020-05-01,LAKEVIEW,1,0,1,0,0,0
2020-05-01,MARCY,12,8,4,0,0,8
2020-05-01,MIDSTATE,22,14,8,0,0,3
2020-05-01,MOHAWK,14,3,10,1,0,2
2020-05-01,MORIAH,0,0,0,0,0,0
2020-05-01,OGDENSBURG,0,0,0,0,0,0
2020-05-01,ORLEANS,2,0,2,0,0,0
2020-05-01,OTISVILLE,62,46,11,5,1,14
2020-05-01,QUEENSBORO,1,1,0,0,1,0
2020-05-01,RIVERVIEW,5,0,5,0,0,0
2020-05-01,ROCHESTER,0,0,0,0,0,0
2020-05-01,SHAWANGUNK,21,16,2,3,0,6
2020-05-01,SING SING,60,50,9,1,4,38
2020-05-01,SOUTHPORT,13,11,2,0,0,1
2020-05-01,SULLIVAN,5,2,3,0,0,0
2020-05-01,TACONIC,2,2,0,0,0,0
2020-05-01,ULSTER,8,1,6,1,0,1
2020-05-01,UPSTATE,0,0,0,0,0,0
2020-05-01,WALLKILL,2,1,1,0,0,0
2020-05-01,WASHINGTON,0,0,0,0,0,0
2020-05-01,WATERTOWN,0,0,0,0,0,0
2020-05-01,WENDE,33,26,5,2,0,20
2020-05-01,WILLARD,1,0,1,0,0,0
2020-05-01,WOODBOURNE,0,0,0,0,0,0
2020-05-01,WYOMING,1,0,1,0,0,0
2020-04-30,DOCCS,581,375,166,40,10,172
2020-04-30,ADIRONDACK,0,0,0,0,0,0
2020-04-30,ALBION,2,0,2,0,0,0
2020-04-30,ALTONA,1,0,1,0,0,0
2020-04-30,ATTICA,2,2,0,0,0,0
2020-04-30,AUBURN,2,0,2,0,0,0
2020-04-30,BARE HILL,3,0,3,0,0,0
2020-04-30,BEDFORD HILL,53,38,14,1,1,21
2020-04-30,CAPE VINCENT,0,0,0,0,0,0
2020-04-30,CAYUGA,1,0,1,0,0,0
2020-04-30,CLINTON,12,1,11,0,0,1
2020-04-30,COLLINS,4,0,4,0,0,0
2020-04-30,COXSACKIE,10,2,8,0,0,1
2020-04-30,DOWNSTATE,5,1,3,1,0,1
2020-04-30,EASTERN,17,15,2,0,0,6
2020-04-30,EDGECOMBE,0,0,0,0,0,0
2020-04-30,ELMIRA,5,0,5,0,0,0
2020-04-30,FISHKILL,103,88,10,5,3,35
2020-04-30,FIVE POINTS,1,0,1,0,0,0
2020-04-30,FRANKLIN,13,1,11,1,0,1
2020-04-30,GOUVERNEUR,2,0,2,0,0,0
2020-04-30,GOWANDA,1,0,1,0,0,0
2020-04-30,GREAT MEADOW,38,22,6,10,0,4
2020-04-30,GREEN HAVEN,39,32,6,1,0,15
2020-04-30,GREENE,2,0,1,1,0,0
2020-04-30,GROVELAND,1,0,1,0,0,0
2020-04-30,HALE CREEK,0,0,0,0,0,0
2020-04-30,HUDSON,0,0,0,0,0,0
2020-04-30,LAKEVIEW,1,0,1,0,0,0
2020-04-30,MARCY,12,8,4,0,0,6
2020-04-30,MIDSTATE,22,14,8,0,0,2
2020-04-30,MOHAWK,14,3,10,1,0,2
2020-04-30,MORIAH,0,0,0,0,0,0
2020-04-30,OGDENSBURG,0,0,0,0,0,0
2020-04-30,ORLEANS,2,0,2,0,0,0
2020-04-30,OTISVILLE,61,38,11,12,1,13
2020-04-30,QUEENSBORO,1,1,0,0,1,0
2020-04-30,RIVERVIEW,5,0,5,0,0,0
2020-04-30,ROCHESTER,0,0,0,0,0,0
2020-04-30,SHAWANGUNK,21,15,2,4,0,6
2020-04-30,SING SING,59,50,9,0,4,36
2020-04-30,SOUTHPORT,13,11,2,0,0,1
2020-04-30,SULLIVAN,5,2,3,0,0,0
2020-04-30,TACONIC,2,2,0,0,0,0
2020-04-30,ULSTER,8,1,6,1,0,1
2020-04-30,UPSTATE,0,0,0,0,0,0
2020-04-30,WALLKILL,3,2,1,0,0,0
2020-04-30,WASHINGTON,0,0,0,0,0,0
2020-04-30,WATERTOWN,0,0,0,0,0,0
2020-04-30,WENDE,33,26,5,2,0,20
2020-04-30,WILLARD,1,0,1,0,0,0
2020-04-30,WOODBOURNE,0,0,0,0,0,0
2020-04-30,WYOMING,1,0,1,0,0,0
2020-04-29,DOCCS,553,370,150,33,10,159
2020-04-29,ADIRONDACK,0,0,0,0,0,0
2020-04-29,ALBION,2,0,2,0,0,0
2020-04-29,ALTONA,1,0,1,0,0,0
2020-04-29,ATTICA,2,2,0,0,0,0
2020-04-29,AUBURN,2,0,2,0,0,0
2020-04-29,BARE HILL,3,0,3,0,0,0
2020-04-29,BEDFORD HILL,42,38,4,0,1,23
2020-04-29,CAPE VINCENT,0,0,0,0,0,0
2020-04-29,CAYUGA,1,0,1,0,0,0
2020-04-29,CLINTON,12,1,11,0,0,1
2020-04-29,COLLINS,4,0,4,0,0,0
2020-04-29,COXSACKIE,10,2,8,0,0,1
2020-04-29,DOWNSTATE,5,1,3,1,0,1
2020-04-29,EASTERN,17,15,2,0,0,3
2020-04-29,EDGECOMBE,0,0,0,0,0,0
2020-04-29,ELMIRA,5,0,5,0,0,0
2020-04-29,FISHKILL,97,83,8,6,3,29
2020-04-29,FIVE POINTS,1,0,1,0,0,0
2020-04-29,FRANKLIN,13,1,11,1,0,1
2020-04-29,GOUVERNEUR,2,0,2,0,0,0
2020-04-29,GOWANDA,1,0,1,0,0,0
2020-04-29,GREAT MEADOW,31,22,6,3,0,4
2020-04-29,GREEN HAVEN,39,32,6,1,0,14
2020-04-29,GREENE,2,0,1,1,0,0
2020-04-29,GROVELAND,1,0,1,0,0,0
2020-04-29,HALE CREEK,0,0,0,0,0,0
2020-04-29,HUDSON,0,0,0,0,0,0
2020-04-29,LAKEVIEW,1,0,1,0,0,0
2020-04-29,MARCY,12,8,3,1,0,6
2020-04-29,MIDSTATE,22,14,8,0,0,1
2020-04-29,MOHAWK,14,3,10,1,0,2
2020-04-29,MORIAH,0,0,0,0,0,0
2020-04-29,OGDENSBURG,0,0,0,0,0,0
2020-04-29,ORLEANS,2,0,2,0,0,0
2020-04-29,OTISVILLE,61,38,11,12,1,13
2020-04-29,QUEENSBORO,1,1,0,0,1,0
2020-04-29,RIVERVIEW,5,0,4,1,0,0
2020-04-29,ROCHESTER,0,0,0,0,0,0
2020-04-29,SHAWANGUNK,17,14,2,1,0,6
2020-04-29,SING SING,59,50,8,1,4,33
2020-04-29,SOUTHPORT,13,11,2,0,0,1
2020-04-29,SULLIVAN,5,2,3,0,0,0
2020-04-29,TACONIC,2,2,0,0,0,0
2020-04-29,ULSTER,7,1,6,0,0,1
2020-04-29,UPSTATE,0,0,0,0,0,0
2020-04-29,WALLKILL,4,3,0,1,0,0
2020-04-29,WASHINGTON,0,0,0,0,0,0
2020-04-29,WATERTOWN,0,0,0,0,0,0
2020-04-29,WENDE,33,26,5,2,0,19
2020-04-29,WILLARD,1,0,1,0,0,0
2020-04-29,WOODBOURNE,0,0,0,0,0,0
2020-04-29,WYOMING,1,0,1,0,0,0
2020-04-28,DOCCS,517,343,147,27,10,146
2020-04-28,ADIRONDACK,0,0,0,0,0,0
2020-04-28,ALBION,2,0,2,0,0,0
2020-04-28,ALTONA,1,0,1,0,0,0
2020-04-28,ATTICA,2,2,0,0,0,0
2020-04-28,AUBURN,2,0,2,0,0,0
2020-04-28,BARE HILL,3,0,3,0,0,0
2020-04-28,BEDFORD HILL,36,32,4,0,1,21
2020-04-28,CAPE VINCENT,0,0,0,0,0,0
2020-04-28,CAYUGA,1,0,1,0,0,0
2020-04-28,CLINTON,12,1,11,0,0,1
2020-04-28,COLLINS,4,0,4,0,0,0
2020-04-28,COXSACKIE,10,2,8,0,0,1
2020-04-28,DOWNSTATE,5,1,3,1,0,1
2020-04-28,EASTERN,17,15,2,0,0,3
2020-04-28,EDGECOMBE,0,0,0,0,0,0
2020-04-28,ELMIRA,5,0,5,0,0,0
2020-04-28,FISHKILL,92,76,6,10,3,23
2020-04-28,FIVE POINTS,1,0,1,0,0,0
2020-04-28,FRANKLIN,13,1,11,1,0,1
2020-04-28,GOUVERNEUR,2,0,2,0,0,0
2020-04-28,GOWANDA,1,0,1,0,0,0
2020-04-28,GREAT MEADOW,31,22,6,3,0,4
2020-04-28,GREEN HAVEN,34,28,6,0,0,14
2020-04-28,GREENE,2,0,1,1,0,0
2020-04-28,GROVELAND,1,0,1,0,0,0
2020-04-28,HALE CREEK,0,0,0,0,0,0
2020-04-28,HUDSON,0,0,0,0,0,0
2020-04-28,LAKEVIEW,1,0,1,0,0,0
2020-04-28,MARCY,12,8,3,1,0,6
2020-04-28,MIDSTATE,21,13,8,0,0,0
2020-04-28,MOHAWK,14,3,10,1,0,2
2020-04-28,MORIAH,0,0,0,0,0,0
2020-04-28,OGDENSBURG,0,0,0,0,0,0
2020-04-28,ORLEANS,2,0,2,0,0,0
2020-04-28,OTISVILLE,45,33,11,1,1,13
2020-04-28,QUEENSBORO,1,1,0,0,1,0
2020-04-28,RIVERVIEW,5,0,4,1,0,0
2020-04-28,ROCHESTER,0,0,0,0,0,0
2020-04-28,SHAWANGUNK,16,13,2,1,0,6
2020-04-28,SING SING,59,49,7,3,4,33
2020-04-28,SOUTHPORT,13,11,2,0,0,1
2020-04-28,SULLIVAN,5,2,3,0,0,0
2020-04-28,TACONIC,2,2,0,0,0,0
2020-04-28,ULSTER,7,1,6,0,0,1
2020-04-28,UPSTATE,0,0,0,0,0,0
2020-04-28,WALLKILL,2,1,0,1,0,0
2020-04-28,WASHINGTON,0,0,0,0,0,0
2020-04-28,WATERTOWN,0,0,0,0,0,0
2020-04-28,WENDE,33,26,5,2,0,15
2020-04-28,WILLARD,1,0,1,0,0,0
2020-04-28,WOODBOURNE,0,0,0,0,0,0
2020-04-28,WYOMING,1,0,1,0,0,0
2020-04-27,DOCCS,490,330,136,24,9,131
2020-04-27,ADIRONDACK,0,0,0,0,0,0
2020-04-27,ALBION,2,0,2,0,0,0
2020-04-27,ALTONA,1,0,1,0,0,0
2020-04-27,ATTICA,2,2,0,0,0,0
2020-04-27,AUBURN,2,0,2,0,0,0
2020-04-27,BARE HILL,3,0,3,0,0,0
2020-04-27,BEDFORD HILL,36,30,4,2,0,11
2020-04-27,CAPE VINCENT,0,0,0,0,0,0
